143,185,2,0,0,2,-1
143,185,2,1,1,2,27
185,143,1,3,3,1,-33
129,143,0,0,0,0,-12
129,143,0,1,1,0,-11
129,143,1,3,3,1,-4
122,143,0,0,0,0,6
122,143,1,0,0,1,-27
143,122,1,2,2,1,-24
143,122,2,3,3,2,7
122,143,3,3,3,3,-8
143,12,2,1,1,2,11
12,143,1,3,3,1,15
143,12,3,2,2,3,-14
12,143,3,3,3,3,4
207,144,0,0,0,0,29
144,200,0,1,0,1,8
144,165,1,1,0,2,6
144,130,2,1,2,1,23
123,144,4,0,3,1,-26
144,158,4,1,2,3,-20
200,144,0,6,4,2,-10
179,144,2,5,5,2,-21
144,109,6,2,3,4,24
165,144,3,7,7,2,-13
144,67,8,2,7,3,6
144,27,11,2,7,7,37
144,158,13,2,8,8,24
186,144,11,7,16,2,5
27,144,10,10,17,3,-36
144,151,18,3,16,6,17
144,137,19,3,14,9,7
144,193,20,3,16,8,-21
144,116,20,4,6,17,8
144,200,21,4,8,17,4
53,144,14,11,22,4,-13
130,144,13,15,23,4,-45
144,39,25,4,7,20,16
144,13,27,4,22,6,-1
67,144,22,8,27,5,-10
193,144,22,16,31,5,9
13,144,29,10,34,6,-35
144,186,36,6,33,12,17
144,95,37,6,18,27,20
144,88,38,6,14,30,-3
151,144,30,17,39,7,-46
144,130,40,7,21,27,2
6,144,26,26,43,8,-31
144,123,45,8,31,23,16
39,144,9,48,48,9,-17
144,60,49,9,22,36,11
144,102,50,9,34,23,-4
144,53,50,11,25,37,7
144,116,52,12,26,37,-1
144,207,52,13,50,14,-22
60,144,24,42,52,14,-2
144,123,55,14,40,29,16
172,144,27,44,57,14,-14
193,144,40,32,58,14,-12
144,186,59,14,51,22,7
186,144,51,24,61,14,-9
102,144,46,30,62,14,-24
144,165,64,14,22,56,9
200,144,33,46,65,14,-22
137,144,49,31,66,14,6
158,144,26,55,66,15,-15
130,144,0,0,0,0,-12
144,130,2,0,0,2,6
137,144,0,0,0,0,-12
137,144,0,1,1,0,-11
144,137,3,0,0,3,26
207,144,0,0,0,0,-2
13,144,0,0,0,0,-22
13,144,0,1,1,0,-19
144,13,2,0,0,2,5
82,54,0,1,0,0,10
89,82,1,0,1,1,-26
131,82,3,3,5,2,2
40,82,6,2,5,3,5
61,82,2,7,5,4,-9
21,82,5,6,8,5,16
82,89,8,6,9,4,-9
54,82,3,12,8,7,-9
14,82,6,12,10,8,-25
82,7,11,8,7,10,28
68,82,13,7,12,8,-12
82,28,13,8,7,12,10
82,131,14,8,16,6,13
82,166,16,8,5,15,21
194,82,14,9,17,8,-12
7,82,7,17,18,8,-6
82,96,20,8,6,18,1
173,82,21,5,21,8,2
82,159,21,9,13,14,12
82,152,22,9,21,8,16
47,82,18,12,23,9,-8
138,82,13,19,25,9,-7
82,28,28,9,13,20,6
82,103,30,10,21,16,-28
82,0,30,11,26,13,-3
68,82,27,15,30,12,4
82,47,31,13,23,21,-5
82,117,32,14,30,16,5
7,82,8,39,33,14,-27
82,89,34,14,31,18,4
145,82,19,30,36,14,-18
82,14,38,14,20,33,14
82,40,39,14,38,14,-3
82,21,39,15,24,28,7
166,82,13,40,41,15,-20
82,0,42,15,38,17,-4
47,82,29,27,43,16,5
89,82,39,22,43,17,3
0,82,42,18,43,19,1
124,82,36,27,43,20,9
152,82,46,19,43,21,-6
187,82,36,30,44,21,-33
201,82,54,12,45,21,-30
82,68,46,22,39,29,21
54,82,37,34,49,22,-12
180,82,38,34,50,22,-6
82,7,51,22,14,58,-12
82,110,52,23,17,58,19
28,82,31,46,54,23,5
40,82,55,24,55,24,-23
54,82,0,0,0,0,-8
54,82,0,1,1,0,-21
40,82,0,0,0,0,-9
82,40,2,1,1,2,8
40,82,1,3,3,1,-10
82,0,0,0,0,0,-21
82,0,0,1,1,0,10
0,82,1,1,1,1,-11
82,0,3,1,1,3,3
173,82,0,0,0,0,-8
173,82,0,1,1,0,2
82,173,2,1,1,2,-3
82,173,2,2,2,2,-9
83,174,0,0,0,0,11
41,83,0,1,1,0,-8
83,111,3,0,0,2,2
69,83,3,1,5,0,8
22,83,4,1,5,1,-35
83,69,6,1,4,2,7
83,146,8,2,4,3,-6
83,104,8,3,7,4,-13
202,83,9,4,8,4,-22
153,83,10,5,9,4,-11
55,83,11,4,10,4,-21
8,83,6,9,11,5,-7
83,15,12,5,4,14,3
48,83,7,11,13,5,-10
1,83,17,4,14,5,-4
195,83,4,16,15,5,-14
83,55,16,6,16,6,20
62,83,8,16,17,6,-6
83,90,19,6,15,10,-13
83,69,20,7,18,9,20
83,8,23,7,11,16,24
167,83,10,21,25,7,-12
83,132,28,7,16,18,-1
83,153,28,8,22,14,-10
69,83,23,15,29,9,-3
83,90,31,9,27,15,-6
83,1,31,10,35,9,-4
83,55,31,11,25,18,6
90,83,29,16,32,11,-10
160,83,23,22,33,11,-4
83,15,34,11,16,30,15
83,22,35,12,28,19,-15
174,83,29,22,35,13,-21
83,62,36,13,17,34,12
15,83,21,34,39,15,-23
41,83,32,24,40,15,8
83,48,41,17,31,28,8
62,83,22,40,43,17,-24
97,83,16,46,45,17,2
83,41,46,18,37,27,-12
48,83,0,0,0,0,-33
48,83,0,1,1,0,-10
83,48,2,0,0,2,17
83,48,3,0,0,3,-2
83,22,1,1,1,1,-19
22,83,2,2,2,2,-32
41,83,0,0,0,0,-14
83,41,2,0,0,2,-10
83,41,2,3,3,2,19
83,118,0,0,0,0,-11
118,83,1,1,1,1,-6
35,84,1,1,3,1,-30
84,189,5,1,4,1,-18
84,182,5,2,3,3,3
84,147,6,2,5,2,-7
84,105,6,3,4,4,5
30,84,6,3,8,3,-7
9,84,3,9,9,3,-2
203,84,13,3,10,3,-5
84,98,12,3,1,13,-4
49,84,13,4,12,4,20
70,84,12,5,13,5,-9
119,84,21,5,18,6,-6
84,16,20,6,9,22,-10
84,91,20,8,12,18,2
175,84,13,19,21,8,-10
2,84,17,13,22,8,7
84,126,23,10,19,15,-2
16,84,16,26,27,12,-22
84,35,28,13,27,18,20
84,23,29,13,27,19,-13
84,63,29,14,17,30,15
182,84,27,23,31,14,-6
147,84,35,16,32,14,-22
126,84,25,26,34,14,-13
84,119,35,14,39,13,10
84,2,37,14,31,22,19
84,56,38,14,22,30,24
168,84,19,38,40,14,-12
23,84,39,23,46,14,-14
70,84,34,28,47,14,-17
84,30,49,14,32,31,13
84,63,50,14,26,40,17
84,42,51,14,36,29,2
84,91,55,14,18,52,14
84,2,56,14,38,31,-4
84,196,56,15,25,47,19
84,203,57,15,55,17,2
49,84,46,26,58,15,12
56,84,31,44,59,16,-19
30,84,37,39,60,16,-11
84,98,61,16,29,49,5
2,84,43,36,63,16,-12
84,9,64,16,24,56,1
91,84,20,61,65,16,-12
30,84,0,0,0,0,-23
30,84,0,1,1,0,-12
84,30,2,0,0,2,13
84,30,3,0,0,3,11
2,84,0,0,0,0,7
84,2,1,1,1,1,10
2,84,1,3,3,1,-3
23,84,0,0,0,0,-1
23,84,0,1,1,0,4
84,23,1,1,1,1,18
84,23,2,1,1,2,-7
23,84,3,3,3,3,-23
203,84,0,0,0,0,4
203,84,1,0,0,1,-19
84,203,1,2,2,1,16
84,203,2,2,2,2,-10
203,84,3,2,2,3,-3
203,84,3,3,3,3,-7
3,85,0,0,0,0,-12
85,57,1,0,0,0,-4
85,36,1,1,0,1,-1
99,85,0,2,1,2,-10
85,64,2,2,2,1,9
148,85,3,2,3,2,-5
43,85,2,4,4,2,1
31,85,2,3,4,3,-23
176,85,5,3,5,3,-6
71,85,6,4,7,3,-16
162,85,7,6,10,3,-15
85,10,11,3,4,10,11
17,85,7,10,14,3,10
85,3,14,4,7,9,-20
85,113,14,5,9,10,21
85,17,15,5,10,10,15
85,24,16,5,18,3,-6
10,85,9,13,16,6,-7
134,85,6,20,17,6,-23
24,85,20,4,18,6,-3
169,85,7,17,19,6,-19
71,85,15,12,20,6,-2
85,155,21,6,13,15,6
85,127,22,7,24,5,1
85,106,23,7,14,15,3
85,92,24,8,10,22,16
85,50,27,8,12,22,-10
85,99,27,10,17,19,-17
85,57,27,11,13,25,15
85,71,29,11,20,19,-7
43,85,14,28,29,12,-7
155,85,16,26,30,12,-7
204,85,33,10,31,12,-12
120,85,36,10,32,12,17
85,148,34,13,34,17,4
85,134,35,13,16,33,-5
85,162,35,14,30,20,6
85,120,38,14,43,12,22
3,85,29,25,39,14,-14
50,85,21,36,40,14,-26
85,183,43,14,40,19,-3
85,204,43,15,44,16,-24
99,85,33,29,43,17,-9
36,85,32,30,44,17,1
106,85,28,36,44,18,4
183,85,44,21,44,19,-9
85,10,45,19,26,41,4
85,197,47,20,28,40,-10
85,24,48,21,51,20,-1
85,17,48,22,26,45,32
36,85,42,34,53,23,1
85,190,53,24,45,32,-5
24,85,54,25,53,25,-12
85,71,54,25,36,43,-13
36,85,0,0,0,0,-21
85,36,2,1,1,2,6
36,85,1,3,3,1,-2
24,85,1,1,1,1,-12
24,85,1,2,2,1,-12
24,85,2,3,3,2,-25
85,204,0,0,0,0,-15
85,204,0,1,1,0,2
204,85,1,1,1,1,19
85,204,1,3,3,1,-17
86,58,1,0,0,2,18
65,86,2,0,2,0,-5
184,86,4,0,3,0,17
114,86,2,3,3,2,-10
86,177,4,2,4,2,9
25,86,2,6,5,2,6
86,72,5,3,4,3,-11
149,86,6,4,6,5,17
86,93,6,6,6,8,7
86,100,9,7,10,5,-21
72,86,10,6,9,8,10
86,32,9,9,10,10,-24
86,163,9,11,12,10,6
86,107,10,11,9,12,-20
4,86,14,8,11,12,18
86,37,11,13,10,12,4
135,86,6,19,12,13,18
100,86,18,6,12,14,2
11,86,17,10,13,16,-10
191,86,21,8,14,16,8
93,86,12,21,14,17,1
86,25,14,18,11,21,-11
37,86,16,16,14,20,-4
86,156,16,21,12,26,3
86,142,17,21,30,5,-15
86,170,17,22,16,22,12
86,4,19,24,29,16,12
86,44,20,26,16,29,8
51,86,10,41,21,29,-14
86,11,22,29,32,21,-20
58,86,12,43,23,31,-11
86,93,24,31,19,39,3
72,86,46,12,25,32,2
163,86,31,29,25,33,-17
156,86,16,43,26,33,-6
86,100,27,33,34,27,-2
44,86,25,36,28,34,10
37,86,25,37,28,35,-6
86,65,29,35,38,26,-10
11,86,43,25,29,36,-14
128,86,44,21,30,36,-4
86,32,32,37,34,36,-1
86,44,32,38,31,39,7
18,86,28,44,33,39,-7
86,11,34,40,48,27,-26
86,25,34,42,33,43,-23
4,86,46,32,35,43,11
65,86,47,32,35,44,3
93,86,25,55,35,45,-7
86,58,36,45,18,63,4
185,87,0,2,1,1,-20
73,87,3,1,2,1,6
87,115,2,2,2,1,12
66,87,5,1,3,3,-20
136,87,4,3,5,3,-1
115,87,4,6,6,3,12
171,87,4,8,6,4,-7
52,87,8,6,8,4,-17
87,19,9,4,7,7,-23
87,26,12,8,12,8,-13
192,87,13,11,12,9,-3
87,73,13,9,14,11,12
66,87,16,11,15,9,14
129,87,11,17,15,10,-7
87,94,17,11,17,12,7
38,87,8,22,18,11,6
87,192,18,12,17,16,-9
178,87,19,13,18,13,-24
87,101,19,13,15,16,22
26,87,19,14,20,13,-3
87,164,21,14,13,25,8
87,136,22,14,15,20,-15
87,108,22,17,15,24,3
87,122,23,17,29,12,-25
33,87,18,25,23,18,12
87,101,23,19,19,21,-19
87,66,23,20,27,15,-20
87,5,23,21,25,18,5
87,38,24,21,12,33,4
87,33,25,21,20,28,4
87,185,27,21,25,25,-13
87,178,27,22,28,23,3
206,87,43,8,29,23,18
87,73,29,24,31,24,4
26,87,30,25,31,24,-8
87,52,32,26,25,35,17
5,87,30,28,33,26,-18
164,87,15,45,34,26,-16
87,59,35,26,8,53,10
87,33,37,26,26,38,-6
87,5,37,27,32,31,22
87,199,40,29,26,43,14
38,87,21,51,42,30,-11
87,171,43,31,30,45,6
87,129,44,31,40,36,-17
5,87,39,39,45,32,-8
87,94,46,32,33,45,-3
94,87,34,45,46,33,-22
87,19,47,33,43,37,6
87,66,0,0,0,0,6
66,87,1,1,1,1,4
87,66,2,2,2,2,-8
66,87,3,2,2,3,-12
88,95,0,0,0,0,12
207,88,3,0,1,1,7
172,88,2,2,1,2,-12
88,67,2,2,3,1,-9
88,123,2,3,5,1,-12
6,88,4,4,2,4,3
88,207,2,6,7,3,-4
74,88,7,2,2,7,3
34,88,5,5,2,8,-23
88,102,3,8,3,8,3
88,60,4,8,3,10,-7
88,193,4,10,10,5,9
46,88,9,7,5,11,8
88,137,6,12,11,8,1
88,130,7,12,10,10,-7
88,6,7,16,12,10,-5
102,88,9,13,7,17,-11
46,88,14,12,9,18,10
88,200,10,20,10,21,-4
123,88,19,12,10,21,12
88,46,10,23,19,14,-3
88,158,11,26,13,26,-27
88,151,11,27,25,14,-12
88,144,11,28,32,6,-12
34,88,20,22,13,30,-12
74,88,28,20,19,30,-23
60,88,18,31,20,30,-23
88,34,22,30,22,28,18
88,39,23,30,9,44,9
88,60,24,30,19,34,-8
95,88,20,36,24,31,9
88,186,24,32,40,17,8
88,74,25,32,32,24,18
27,88,30,28,26,32,-18
88,179,27,32,23,35,-7
60,88,22,37,27,33,-27
88,95,28,33,22,39,-11
13,88,42,18,28,34,-28
67,88,38,27,31,34,-15
88,27,32,34,33,32,-4
200,88,27,40,32,35,-8
116,88,28,39,33,35,-18
130,88,31,37,34,35,11
165,88,22,48,34,36,-15
88,46,35,37,47,26,-4
88,67,38,40,48,31,-2
88,102,38,41,48,31,3
13,88,51,29,39,41,-3
102,88,49,32,40,41,-8
173,103,2,1,2,1,1
103,173,3,2,3,1,11
40,173,6,1,3,2,-2
173,187,4,2,4,4,15
54,173,2,6,5,2,-9
194,173,8,0,6,2,-3
173,68,7,4,8,4,5
14,173,5,8,8,4,-4
173,117,9,4,10,4,8
82,173,9,7,11,4,-11
180,173,5,11,12,4,-10
110,173,4,13,13,4,-14
173,131,14,4,15,5,12
131,173,17,7,18,4,-6
28,173,9,13,19,4,4
124,173,12,13,19,5,-5
159,173,12,12,20,5,-15
201,173,27,4,24,6,6
173,28,24,7,12,18,-12
124,173,18,16,25,8,-3
117,173,23,13,26,8,4
89,173,24,12,26,9,10
173,21,26,10,15,20,-13
173,201,26,11,33,6,-12
173,187,26,12,18,21,-19
173,0,27,14,28,14,-5
145,173,17,26,28,15,-7
180,173,22,25,29,15,-5
173,47,32,15,25,22,16
173,40,33,15,37,11,4
7,173,8,43,35,15,-3
173,166,36,15,12,36,2
173,159,39,16,27,26,6
131,173,31,26,40,16,-19
173,96,41,16,15,42,6
173,61,42,16,16,43,18
173,54,43,16,30,29,8
21,173,27,33,44,16,-8
173,194,46,17,37,29,-1
152,173,46,20,47,18,5
173,124,47,19,37,29,-3
138,173,30,39,48,21,-28
110,173,17,54,49,21,-8
173,159,51,21,36,35,8
173,138,53,22,32,44,-7
173,124,53,23,44,32,-8
145,173,31,48,53,25,-11
159,173,38,41,54,25,-25
173,180,55,25,42,38,7
124,173,0,1,1,0,-12
173,124,2,1,1,2,-2
124,173,2,2,2,2,-11
152,173,0,2,2,0,-6
152,173,0,3,3,0,-36
117,173,0,0,0,0,-9
117,173,0,1,1,0,6
173,117,2,1,1,2,7
82,173,1,1,1,1,2
173,82,3,2,2,3,10
104,174,0,0,0,1,22
174,118,0,2,3,0,-2
62,174,1,1,0,3,-13
174,111,1,3,0,3,-17
118,174,5,0,1,4,-13
174,202,3,4,4,2,-22
174,41,5,5,4,4,5
29,174,4,6,6,5,-26
174,153,8,5,9,5,-3
174,146,8,6,7,4,-2
174,132,8,7,9,4,3
174,195,9,7,3,12,2
111,174,7,10,11,7,15
132,174,10,6,11,8,-15
174,160,13,8,7,12,23
118,174,16,4,14,8,9
22,174,15,6,14,9,11
174,104,14,11,15,10,10
174,111,15,11,13,13,7
146,174,17,8,17,11,-4
104,174,17,12,18,11,-18
174,48,20,11,15,16,-7
41,174,15,15,20,12,-16
153,174,19,13,21,12,5
132,174,17,18,21,16,-6
174,118,22,16,29,8,-4
48,174,18,19,22,17,-10
174,160,23,17,17,21,-2
174,167,23,18,13,26,-13
174,139,23,19,15,21,-24
97,174,9,31,23,20,-9
202,174,29,13,25,20,-7
174,104,26,20,25,20,17
174,202,27,21,30,14,-17
174,181,27,22,26,22,2
174,90,29,23,32,19,2
146,174,31,21,30,23,19
174,188,31,25,31,23,-5
174,125,33,26,28,31,3
174,153,34,26,38,22,-4
174,132,34,27,31,30,-2
181,174,32,29,34,28,-7
174,1,36,28,47,16,-10
175,49,4,1,3,0,-10
112,175,4,2,4,3,8
98,175,0,6,4,4,-6
175,23,5,4,3,6,-20
175,9,5,5,2,6,8
140,175,5,5,6,5,4
49,175,8,1,6,6,-3
175,56,7,7,8,6,-2
175,161,8,10,7,12,3
168,175,7,12,10,10,-23
175,42,11,10,11,9,-2
175,189,12,14,17,6,-10
105,175,16,14,12,17,21
203,175,23,8,12,18,25
196,175,7,25,13,20,3
175,133,13,21,17,18,-6
175,147,13,22,27,8,-6
189,175,24,10,14,23,-21
182,175,21,18,16,23,-5
119,175,31,8,17,23,3
175,91,17,24,14,25,6
203,175,34,11,18,24,6
161,175,15,29,18,25,-15
175,119,20,27,35,12,-21
126,175,25,23,20,28,-6
140,175,30,20,21,28,-25
91,175,15,38,23,29,-15
175,196,24,29,19,36,4
154,175,27,29,25,29,4
30,175,26,28,25,30,5
175,189,25,31,37,18,-6
175,35,25,32,34,24,8
182,175,33,28,26,33,-4
175,16,27,33,23,40,3
175,112,28,33,21,38,23
175,30,29,33,32,29,7
9,175,22,42,30,34,-10
119,175,49,17,31,34,6
175,70,31,35,37,29,14
42,175,36,31,32,36,-10
147,175,48,22,34,36,-7
23,175,45,27,35,36,25
175,154,36,37,38,36,-20
175,126,37,39,33,43,5
161,175,23,55,38,39,11
105,175,54,24,38,40,-3
189,175,54,26,40,40,6
196,175,27,54,40,41,-12
71,176,0,0,0,0,-9
176,183,1,0,1,0,-8
190,176,1,1,1,1,-12
176,120,3,1,2,1,-14
57,176,5,6,6,4,-3
183,176,8,4,7,4,-3
176,106,9,4,5,6,-2
176,197,11,8,9,8,3
176,169,13,8,5,13,-15
176,162,15,11,15,10,-15
204,176,22,7,16,12,9
176,3,16,13,11,16,22
176,99,18,13,14,14,9
155,176,14,20,19,15,-13
